material_type,material_name,item_description,vendor_item_number,vendor_name,class_name,url_link,notes,additional classes
Clay,Amaco Kiln Gloves,Kiln Gloves,01111-2254,Blick Art Materials,Ceramics,https://www.dickblick.com/items/amaco-kiln-gloves-large-1-pair/,,
Sponges,Orange Mudsponge,Mud Tools Brand Throwing Sponge Orange,31149-4510,Blick Art Materials,Ceramics,https://www.dickblick.com/items/mudtools-mudsponge-orange-absorbent/,,
Clay Tools,Scoring Tool,Blick Scoring Tool,31163-1055,Blick Art Materials,Ceramics,https://www.dickblick.com/items/art-alternatives-scratch-wire-brush-5-5-in-l/,,
Brushes,Glazing Brush Set 72,Various Glaze brush sizes - blue handle,06424-1729,Blick Art Materials,Ceramics,https://www.dickblick.com/items/royal-langnickel-ceramic-classroom-brush-assortment-set-of-72/,,
Brushes,Glazing Brush Set 60,Various Glaze brush sizes - clear handle,05891-1049,Blick Art Materials,Ceramics,https://www.dickblick.com/items/royal-langnickel-clear-choice-brush-set-soft-natural-ceramic-brushes-set-of-60-short-handle/,,
Sponges,Blue Mudsponge,Mudtools Throwing Sponge Blue,31149-5010,Blick Art Materials,Ceramics,https://www.dickblick.com/items/mudtools-mudsponge-blue-workhorse/,,
Clay,Underglaze - Spectrum Brand,Spectrum Underglazes,various,Blick Art Materials,Ceramics,https://www.dickblick.com/products/spectrum-underglazes/,,
Clay,Pottery Wheel Bat Pins 1-1/4 inch,Bat Pins - 1-1/4 inch.,various,Amazon,Ceramics,https://www.amazon.com/LEOLIO-Stainless-Steel-Bat-Pins/dp/B0CQC96H2F/ref=pd_sbs_d_sccl_2_2/132-5454899-0031517?pd_rd_w=qm2Aw&content-id=amzn1.sym.aa738fbd-ad05-4d11-aae2-04b598db6305&pf_rd_p=aa738fbd-ad05-4d11-aae2-04b598db6305&pf_rd_r=TSQXDQZPQX5P7860NWKC&pd_rd_wg=ga6j0&pd_rd_r=9aa27e56-9751-4f89-aa46-3b446b980153&pd_rd_i=B0CQC96H2F&th=1,for the pottery wheels (Check size. Correct size is 1.25 inches in length),
Sculpture,Aluminum Foil 250sqft,Aluminum Foil,Various,Amazon,Art 1,https://www.amazon.com/Amazon-Basics-Aluminum-Foil-Pack/dp/B093WS3YGV/ref=sr_1_8?crid=1RIA6GC04VIXS&dib=eyJ2IjoiMSJ9.JN6kgihxZp9y04DiAZCkAqUQoB3Tm9IR1826PkVyWckk2A4F52jpL2mBWIkyz9dFgcGOJ0Hj2n_Q4hnzHDhXZriyxnQycP1t1jVNLM95CluA6g5cFamiuW9xlZg6jnHNCKf0EC6m5zOkWwH5MKCun9JwIO-QiUkk1NUBFKIk_v7YLVl_pthIgIhxpliaL5W7-o2imoQwVCzxtvzVD4QKlbmJ4Pi1M69YZfbcvaTvdj77fBuYAAJYqY_xj4NroLKdR5al-2rk7Qr60cMwDfrfiZ7GphNP89bCOFet5-0OT50.QeYYtvXuS8AcoV8ts3uvyOgQaAhq4pGGQj3mNT9hVdY&dib_tag=se&keywords=aluminum%2Bfoil&qid=1775911216&rdc=1&sprefix=aluminum%2Caps%2C145&sr=8-8&th=1,250 sqft is recommened amount. Can get less for class needs,"Art 2, Adv Art 1, Adv Art 2, Art 3, Art 4, AP3D"
Sculpture,Armature Wire - 14 gauge,Mandala Crafts 14 Gauge Anodized Aluminum Craft Wire for Jewelry Making - 60 FT,Various,Amazon,Art 1,https://www.amazon.com/Mandala-Crafts-Anodized-Aluminum-Sculpting/dp/B06ZXY1PXB/ref=sr_1_6?crid=TK6SRVTNYM96&dib=eyJ2IjoiMSJ9.YqH-wAGGUcI1NBcTJjGJO-wuzmWWqQAyuvdZ5xfWfdOSp8GsWdhqaQTbRL5j2_Y36KQJobAOulwbXpJyHjMUizp9MA3Do0MVaPCyt6VGrF6l8MQcDAWekzTTf7RDWHQTEtaINokoWVcVEWcWcumqD-52BTskocs0cKo3zhheZ6lgBgEwfj_bnp-02Bz4zv1_0IrnJNWZJ-XmW6wL2MExq_od9i3f539jiI8MpktPJ0hfrmVR6JaCzbCOKDLkg8J-MG3GYnZJcH_GTLWezXBx6-vh8T-FjACsTjmAvS6G_4k.s1o50sJ7R33nY4r5sUOHOyZZKey4y8lomgc5Kv6d3w8&dib_tag=se&keywords=armature%2Bwire%2B14%2Bgauge&qid=1775911048&sprefix=armature%2Bwire%2Caps%2C138&sr=8-6&th=1,use material name to search for alternative brands,"Art 2, Adv Art 1, Adv Art 2, Art 3, Art 4, AP3D"
Ceramics,Mayco Stoneware Classic Glazes,Mayco Stoneware Classic Glazes Cone 5/6,Various,Blick Art Materials,Ceramics,https://www.dickblick.com/products/mayco-stoneware-classic-glazes/,,AP3D
Ceramics,Spectrum Floating Glazes,Spectrum Floating Cone 5/6 Glazes,Various,Blick Art Materials,Ceramics,https://www.dickblick.com/products/spectrum-floating-glazes/,,AP3D
Ceramics,Amaco Potter's Choice Glazes (PC),Amaco PC Cone 5/6 Glazes,Various,Blick Art Materials,Ceramics,https://www.dickblick.com/products/amaco-potters-choice-glazes/,,AP3D
Ceramics,Mayco Stoneware Gloss Glazes,Basic Color Mayco Cone 5/6 Glazes,Various,Blick Art Materials,Ceramics,https://www.dickblick.com/products/mayco-stoneware-gloss-glazes/,,"AP3D, Art 1, Art 2, Art 3, Art 4, Adv Art 1, Adv Art 2"
Ceramics,Amaco Celadon Glazes (C),Amaco Celadon Glazes Cone 5/6 - translucent layering,Various,Blick Art Materials,Ceramics,https://www.dickblick.com/products/amaco-celadon-high-fire-liquid-glazes/,,AP3D
Ceramics,Mayco Stoneware Crystal Glazes,Mayco Crystal Glazes Cone 5/6,Various,Blick Art Materials,Ceramics,https://www.dickblick.com/products/mayco-stoneware-crystal-glazes/,,AP3D
Ceramics,Amaco PC Flux (PCF) Glazes,Amaco Cone 5/6 Flux Glazes,Various,Blick Art Materials,Ceramics,https://www.dickblick.com/products/amaco-potters-choice-flux-glazes/,,AP3D
Ceramics,Amaco Cosmos (C0) Glazes ,Amaco Cone 5/6 Cosmos Glazes - Runny,Various,Blick Art Materials,Ceramics,https://www.dickblick.com/products/amaco-cosmos-glazes/?Item=83429-1008,,AP3D
Ceramics,Mayco Zinc Free Clear Glaze - Powder,Mayco Stoneware Zinc Free Clear Dry Glaze,30588-1060,Blick Art Materials,Ceramics,https://www.dickblick.com/products/mayco-stoneware-zinc-free-clear-dry-glaze/,,AP3D
Ceramics,Mayco Underglazes,Mayco Fundamentals Underglazes and Sets,Various,Blick Art Materials,Ceramics,https://www.dickblick.com/products/mayco-fundamentals-underglazes/,,"AP3D, Adv Art 2"
Sculpture,Original Sculpey 1lb. pack of 24,Polymer Clay Original Sculpey Classroom Pack of 24,33219-1024,Blick Art Materials,Art 1,https://www.dickblick.com/items/original-sculpey-classroom-carton-24-lb-white/,,"Art 2, Adv Art 1, Adv Art 2, Art 3, Art 4, AP3D"
Sculpture,Super Sculpey 1lb,Polymer Clay Super Sculpey,33217-3716,Blick Art Materials,AP3D,https://www.dickblick.com/items/super-sculpey-1-lb/,,
Class Supplies,Nitrile Exam Gloves Large,Latex Free Exam Gloves Large,Various,Blick Art Materials,Whole Department,https://www.amazon.com/TITANflex-Disposable-Nitrile-Cooking-Mechanic/dp/B0BR7SGFCJ/ref=sr_1_1?crid=3SO32B0B47ZEI&dib=eyJ2IjoiMSJ9.YUYWh2aKHRh5DF3nmIuENM_hHQG-YTe22BkiifKqW9fDmCCeuvwtRDEn8MD5M4yAmP7uVOIDQawSKxOMCTaH39SwiTOUTMVTaIju_J-kqizvxPMBMbUMo1vZwtJSbBn_E90dut5P_xA985IHumYp_2sIke5rP0lDC607GqjhL7AQWyBR2HyF3M8xGHu28I-AzuXPCbjC9BCxIDYqftr6dfMG8GTMl3UsHf9-FUZrrZk.7MO9o0JQeXbZLNLzGiaGvPec4HlNugNrnrnJBksUsz0&dib_tag=se&keywords=TitanFlex%2BDisposable%2BNitrile%2BExam%2BGloves%2C%2B6-mil%2C%2BBlack%2C%2BHeavy%2BDuty%2C%2BLatex%2BFree%2C%2BFood%2BSafe%2Bfor%2BCooking%2B%26%2BFood%2BPrep&nsdOptOutParam=true&qid=1775952909&sprefix=titanflex%2Bdisposable%2Bnitrile%2Bexam%2Bgloves%2C%2B6-mil%2C%2Bblack%2C%2Bheavy%2Bduty%2C%2Blatex%2Bfree%2C%2Bfood%2Bsafe%2Bfor%2Bcooking%2B%26%2Bfood%2Bprep%2Caps%2C150&sr=8-1&th=1,"if discontinued, find another brand",
Class Supplies,Nitrile Exam Gloves Medium,Latex Free Exam Gloves Medium,Various,Amazon,Whole Department,https://www.amazon.com/TITANflex-Disposable-Nitrile-Cooking-Mechanic/dp/B0BR7RY18Y/ref=sr_1_1?crid=3SO32B0B47ZEI&dib=eyJ2IjoiMSJ9.YUYWh2aKHRh5DF3nmIuENM_hHQG-YTe22BkiifKqW9fDmCCeuvwtRDEn8MD5M4yAmP7uVOIDQawSKxOMCTaH39SwiTOUTMVTaIju_J-kqizvxPMBMbUMo1vZwtJSbBn_E90dut5P_xA985IHumYp_2sIke5rP0lDC607GqjhL7AQWyBR2HyF3M8xGHu28I-AzuXPCbjC9BCxIDYqftr6dfMG8GTMl3UsHf9-FUZrrZk.7MO9o0JQeXbZLNLzGiaGvPec4HlNugNrnrnJBksUsz0&dib_tag=se&keywords=TitanFlex%2BDisposable%2BNitrile%2BExam%2BGloves%2C%2B6-mil%2C%2BBlack%2C%2BHeavy%2BDuty%2C%2BLatex%2BFree%2C%2BFood%2BSafe%2Bfor%2BCooking%2B%26%2BFood%2BPrep&nsdOptOutParam=true&qid=1775952909&sprefix=titanflex%2Bdisposable%2Bnitrile%2Bexam%2Bgloves%2C%2B6-mil%2C%2Bblack%2C%2Bheavy%2Bduty%2C%2Blatex%2Bfree%2C%2Bfood%2Bsafe%2Bfor%2Bcooking%2B%26%2Bfood%2Bprep%2Caps%2C150&sr=8-1&th=1,"if discontinued, find another brand",
Sculpture,"Aves Apoxie Sculpt - White, 64 oz",Apoxie Sculpt White 4lb. 2 parts,30570-1024,Blick Art Materials,AP3D,https://www.dickblick.com/items/4lb-white/,,
Ceramics,32oz Mixing Containers,32oz. Mixing Containers 36 Pack,Various,Amazon,Ceramics,https://www.amazon.com/Custom-Shop-Graduated-Calibrated-Multiple/dp/B07XQJ9TR7/ref=sxin_17_pa_sp_search_thematic_sspa?content-id=amzn1.sym.3859b1f1-8b34-4d43-bd56-696bede8aa56%3Aamzn1.sym.3859b1f1-8b34-4d43-bd56-696bede8aa56&crid=1G2K1D5CII8ZW&cv_ct_cx=mixing%2Bcups%2B32%2Boz&keywords=mixing%2Bcups%2B32%2Boz&pd_rd_i=B07XQJ9TR7&pd_rd_r=2516e873-0fe1-4ced-8044-26008e5a28d0&pd_rd_w=6gnc9&pd_rd_wg=8RlTt&pf_rd_p=3859b1f1-8b34-4d43-bd56-696bede8aa56&pf_rd_r=4CYK0WV7BZYDD8PEPJQ1&qid=1775953584&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=mixing%2Bcups%2B32%2B%2Caps%2C144&sr=1-2-383bc08e-f3b5-4928-b079-a9607486ab19-spons&aref=hhnNcLezBr&sp_csd=d2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM&th=1,"for ceramics, mixing glazes etc.",AP3D
Ceramics,64oz Mixing Containers,64oz. Mixing Containers 12 Pack ,Various,Amazon,Ceramics,https://www.amazon.com/dp/B00A6DGE9C/ref=sspa_dk_detail_3?psc=1&pd_rd_i=B00A6DGE9C&pd_rd_w=HWlKf&content-id=amzn1.sym.613a5a0c-ad86-44dc-b9ed-5da62fb83b9e&pf_rd_p=613a5a0c-ad86-44dc-b9ed-5da62fb83b9e&pf_rd_r=ZTXHJ2G2VK9JCV6TV81B&pd_rd_wg=RckyE&pd_rd_r=17095dd1-4c9e-40c0-897e-ae9f5c2cfcab&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWw,"for ceramics, mixing glazes etc.",AP3D
Ceramics,8oz. Spray Bottle 4 pack,8oz Spray Bottle 4 pack,Various,Amazon,Ceramics,https://www.amazon.com/Pack-Empty-Plastic-Spray-Bottles/dp/B07MT4XK7K/ref=sr_1_1?dib=eyJ2IjoiMSJ9.RiWF93slaqbghiY4ANhbB8oIqDB4KMCYK74Iw0VuivKyjMLLaKQva15_LGjjO5DwLu8AbZUUCemRDOMQmiJifmF-jHBpsn-VU_HDm2QsURz1WGO7TxX274MZ1VgqYpgDxtB3xByyHbEJ4D27-5YMsOUyFXDRncJghnAZ6f_fTWXOUogxHDvx2SgYoy9GJpqc-Hh9cWavSAcPwm73KjU5nG9gEVQkBcp9uatYubsUVGTFdsh2Si5JFcAXGpxLd-BmoFOW27lZ_2eVSFy2jwD3BaG4d9xl46tVq-BebxNBKuk.t-fh71kmzK4zkX7HAKGw7OUSkVtVnrMUgiilbCK7LDQ&dib_tag=se&keywords=dilabee%2B4%2Bpack%2B8oz%2Bplastic%2Bspray%2Bbottle&qid=1775954000&sr=8-1&th=1,,AP3D
Class Supplies,Construction Paper black 9x12 50 pack,tru-ray black construction paper,Various,Amazon,Whole Department,https://www.amazon.com/Tru-Ray-Construction-9-Inches-12-Inches-103029/dp/B00008XPBI?ref_=ast_sto_dp,recommended brand,
Class Supplies,Construction Paper White 9x12 50 pack,tru-ray white contstuction paper,Various,Amazon,Whole Department,https://www.amazon.com/Tru-Ray-Sulphite-Construction-Inches-Sheets/dp/B00008XPFZ/ref=pd_sbs_d_sccl_1_1/131-8089362-2164439?pd_rd_w=qSrvL&content-id=amzn1.sym.aa738fbd-ad05-4d11-aae2-04b598db6305&pf_rd_p=aa738fbd-ad05-4d11-aae2-04b598db6305&pf_rd_r=PF9S1R32KEZFFC184HSM&pd_rd_wg=fVX8D&pd_rd_r=0f6a210a-b0ca-42a1-ae84-b5edb9691373&pd_rd_i=B00008XPFZ&th=1,recommened brand,
Art Kit,Sandpaper Block,Sand paper for cleaning blenders,21517-1000,Blick Art Materials,Whole Department,https://www.dickblick.com/products/sandpaper-block/,,
Art Kit,Pencils Classroom pack of 24," 24 each of 6B, 4B, 2B, B, HB, and 2H.",22220-2144,Blick Art Materials,Whole Department,https://www.dickblick.com/items/blick-studio-drawing-pencils-class-pack-of-144/,Class set for art kits. Order individual pencils to replace is recommended,
Art Kit,2H Pencil,2H Pencil single re-order,22220-2003,Blick Art Materials,Whole Department,https://www.dickblick.com/items/blick-studio-drawing-pencil-2h/,Individual Pencil re-order for Art Kit,
Art Kit,HB Pencil,HB Pencil single re-order,22220-2110,Blick Art Materials,Whole Department,https://www.dickblick.com/items/blick-studio-drawing-pencil-hb/,Individual Pencil re-order for Art Kit,
Art Kit,B Pencil,B Pencil single re-order,22220-2100,Blick Art Materials,Whole Department,https://www.dickblick.com/items/blick-studio-drawing-pencil-b/,Individual Pencil re-order for Art Kit,
Art Kit,2B Pencil,2B Pencil single re-order,22220-2021,Blick Art Materials,Whole Department,https://www.dickblick.com/items/blick-studio-drawing-pencil-2b/,Individual Pencil re-order for Art Kit,
Art Kit,4B Pencil,4B Pencil single re-order,22220-2041,Blick Art Materials,Whole Department,https://www.dickblick.com/items/blick-studio-drawing-pencil-4b/,Individual Pencil re-order for Art Kit,
Art Kit,6B Pencil,6b Pencil single re-order,22220-2061,Blick Art Materials,Whole Department,https://www.dickblick.com/items/blick-studio-drawing-pencil-6b-softest/,Individual Pencil re-order for Art Kit,
